record_id_eia,record_id_ferc1,signature_1,signature_2,notes
815_2007_plant_total_9191,f1_hydro_2007_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
815_2008_plant_total_9191,f1_hydro_2008_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
57028_2017_plant_total_9191,f1_steam_2017_12_70_1_1,JER,SW,
815_2009_plant_total_9191,f1_hydro_2009_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
815_2010_plant_total_9191,f1_hydro_2010_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
815_2011_plant_total_9191,f1_hydro_2011_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
55733_2017_plant_total_9191,f1_steam_2017_12_70_0_5,JER,SW,
820_2017_plant_total_9191,f1_gnrt_plant_2017_12_70_0_3,JER,SW,
817_2017_plant_total_9191,f1_gnrt_plant_2017_12_70_0_7,JER,SW,
814_2017_plant_total_9191,f1_gnrt_plant_2017_12_70_0_2,JER,SW,
815_2012_plant_total_9191,f1_hydro_2012_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
812_2018_plant_total_9191,f1_hydro_2018_12_70_1_3,JER,SW,
3014_2018_plant_total_9191,f1_hydro_2018_12_70_0_5,JER,SW,
810_2018_plant_total_9191,f1_hydro_2018_12_70_0_2,JER,SW,
815_2013_plant_total_9191,f1_hydro_2013_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
816_2018_plant_total_9191,f1_hydro_2018_12_70_2_4,JER,SW,
815_2014_plant_total_9191,f1_hydro_2014_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
821_2018_plant_total_9191,f1_hydro_2018_12_70_1_5,JER,SW,
815_2015_plant_total_9191,f1_hydro_2015_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
813_2018_plant_total_9191,f1_hydro_2018_12_70_0_4,JER,SW,
809_2018_plant_total_9191,f1_hydro_2018_12_70_0_1,JER,SW,
818_2018_plant_total_9191,f1_hydro_2018_12_70_2_2,JER,SW,
3013_2018_plant_total_9191,f1_hydro_2018_12_70_1_1,JER,SW,
7190_2018_plant_total_9191,f1_hydro_2018_12_70_2_5,JER,SW,
815_2016_plant_total_9191,f1_hydro_2016_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
815_2017_plant_total_9191,f1_hydro_2017_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
815_2018_plant_total_9191,f1_hydro_2018_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
815_2019_plant_total_9191,f1_hydro_2019_12_70_1_2,JER,SW,upper + lower malad in EIA match malad in FERC
822_2005_plant_total_9191,f1_hydro_2005_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
822_2006_plant_total_9191,f1_hydro_2006_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
55733_2018_plant_total_9191,f1_steam_2018_12_70_0_5,JER,SW,
820_2018_plant_total_9191,f1_gnrt_plant_2018_12_70_0_3,JER,SW,
817_2018_plant_total_9191,f1_gnrt_plant_2018_12_70_0_7,JER,SW,
814_2018_plant_total_9191,f1_gnrt_plant_2018_12_70_0_2,JER,SW,
822_2007_plant_total_9191,f1_hydro_2007_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
812_2019_plant_total_9191,f1_hydro_2019_12_70_1_3,JER,SW,
3014_2019_plant_total_9191,f1_hydro_2019_12_70_0_5,JER,SW,
810_2019_plant_total_9191,f1_hydro_2019_12_70_0_2,JER,SW,
822_2008_plant_total_9191,f1_hydro_2008_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
816_2019_plant_total_9191,f1_hydro_2019_12_70_2_4,JER,SW,
822_2009_plant_total_9191,f1_hydro_2009_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
821_2019_plant_total_9191,f1_hydro_2019_12_70_1_5,JER,SW,
822_2010_plant_total_9191,f1_hydro_2010_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
813_2019_plant_total_9191,f1_hydro_2019_12_70_0_4,JER,SW,
809_2019_plant_total_9191,f1_hydro_2019_12_70_0_1,JER,SW,
818_2019_plant_total_9191,f1_hydro_2019_12_70_2_2,JER,SW,
3013_2019_plant_total_9191,f1_hydro_2019_12_70_1_1,JER,SW,
7190_2019_plant_total_9191,f1_hydro_2019_12_70_2_5,JER,SW,
822_2011_plant_total_9191,f1_hydro_2011_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
822_2012_plant_total_9191,f1_hydro_2012_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
822_2013_plant_total_9191,f1_hydro_2013_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
822_2014_plant_total_9191,f1_hydro_2014_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
822_2015_plant_total_9191,f1_hydro_2015_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
822_2016_plant_total_9191,f1_hydro_2016_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
55733_2019_plant_total_9191,f1_steam_2019_12_70_0_5,JER,SW,
820_2019_plant_total_9191,f1_gnrt_plant_2019_12_70_0_3,JER,SW,
817_2019_plant_total_9191,f1_gnrt_plant_2019_12_70_0_7,JER,SW,
814_2019_plant_total_9191,f1_gnrt_plant_2019_12_70_0_2,JER,SW,
6106_2020_plant_owned_9191,f1_steam_2020_12_70_0_2,AS,,
822_2017_plant_total_9191,f1_hydro_2017_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
822_2018_plant_total_9191,f1_hydro_2018_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
55733_2020_plant_total_9191,f1_steam_2020_12_70_0_5,AS,,
57028_2020_plant_total_9191,f1_steam_2020_12_70_1_1,AS,,
809_2020_plant_total_9191,f1_hydro_2020_12_70_0_1,AS,,
810_2020_plant_total_9191,f1_hydro_2020_12_70_0_2,AS,,
811_2020_plant_total_9191,f1_hydro_2020_12_70_0_3,AS,,
813_2020_plant_total_9191,f1_hydro_2020_12_70_0_4,AS,,
3014_2020_plant_total_9191,f1_hydro_2020_12_70_0_5,AS,,
3013_2020_plant_total_9191,f1_hydro_2020_12_70_1_1,AS,,
812_2020_plant_total_9191,f1_hydro_2020_12_70_1_3,AS,,
822_2019_plant_total_9191,f1_hydro_2019_12_70_2_1,JER,SW,upper salmon in FERC = upper salmon A + upper salmon B in EIA
821_2020_plant_total_9191,f1_hydro_2020_12_70_1_5,AS,,
818_2020_plant_total_9191,f1_hydro_2020_12_70_2_2,AS,,
816_2020_plant_total_9191,f1_hydro_2020_12_70_2_4,AS,,
7190_2020_plant_total_9191,f1_hydro_2020_12_70_2_5,AS,,
1915_2005_plant_total_13781,f1_steam_2005_12_120_1_2,AS,SW,
464_2005_plant_owned_15466,f1_steam_2005_12_145_1_5,AS,SW,
6207_2005_plant_total_15466,f1_gnrt_plant_2005_12_145_0_2,AS,SW,poor gen matching
7237_2005_plant_total_13781,f1_steam_2005_12_120_2_5,AS,SW,
465_2005_plant_total_15466,f1_steam_2005_12_145_0_1,AS,SW,
1904_2005_plant_total_13781,f1_steam_2005_12_120_0_1,AS,SW,
8027_2005_plant_total_13781,f1_steam_2005_12_120_1_4,AS,SW,
466_2005_plant_total_1994_retired,f1_hydro_2005_12_145_0_1,AS,SW,guessing that it's the retired portion of the plant because there is no data
467_2005_plant_total_15466,f1_pumped_storage_2005_12_145_0_1,AS,SW,
468_2005_plant_total_15466,f1_steam_2005_12_145_0_2,AS,SW,
2453_2005_plant_total_17718,f1_steam_2005_12_166_1_5,AS,SW,
7678_ot_2005_plant_prime_mover_total_17718,f1_steam_2005_12_166_0_1,AS,SW,
7678_st_2005_plant_prime_mover_total_17718,f1_steam_2005_12_166_0_2,AS,SW,Capacity matches st_2005; generation matches plant total; I would say match to st_2005 as it fits the pattern of the rest of the record
469_ic_2005_plant_prime_mover_total_15466,f1_gnrt_plant_2005_12_145_0_14,AS,SW,
469_2005_plant_total_15466,f1_steam_2005_12_145_0_3,AS,SW,
470_2005_plant_total_15466,f1_steam_2005_12_145_0_4,AS,SW,
6021_2005_plant_owned_15466,f1_steam_2005_12_145_0_5,AS,SW,
2454_gt_2005_plant_prime_mover_total_17718,f1_steam_2005_12_166_2_4,AS,SW,
2454_st_2005_plant_prime_mover_total_17718,f1_steam_2005_12_166_2_1,AS,SW,
8067_2005_plant_total_15466,f1_steam_2005_12_145_2_1,AS,SW,
6112_2005_plant_total_15466,f1_steam_2005_12_145_2_4,AS,SW,
471_2005_plant_total_15466,f1_steam_2005_12_145_2_2,AS,SW,
472_2005_plant_total_15466,f1_gnrt_plant_2005_12_145_0_3,AS,SW,missing a decimal point
1910_2005_plant_total_13781,f1_steam_2005_12_120_1_5,AS,SW,
6193_2005_plant_total_17718,f1_steam_2005_12_166_1_4,AS,SW,
525_2005_plant_owned_15466,f1_steam_2005_12_145_1_1,AS,,generation closer to owned but capacity closer to total
1911_2005_plant_total_13781,f1_hydro_2005_12_120_0_1,AS,SW,
1912_2005_plant_total_13781,f1_steam_2005_12_120_0_4,AS,SW,
1913_natural_gas_fired_combustion_turbine_2005_plant_technology_total_13781,f1_steam_2005_12_120_2_3,AS,SW,
3482_2005_plant_total_17718,f1_steam_2005_12_166_1_1,AS,SW,
1914_2005_plant_total_13781,f1_steam_2005_12_120_2_1,AS,SW,
55265_2005_plant_total_6452,f1_gnrt_plant_2005_12_120_0_20,SW,AS,
2446_gt_2005_plant_prime_mover_total_17718,f1_steam_2005_12_166_2_3,AS,SW,
2446_st_2005_plant_prime_mover_total_17718,f1_steam_2005_12_166_2_2,AS,SW,
1918_2005_plant_total_13781,f1_steam_2005_12_120_0_2,AS,SW,
1922_2005_plant_total_13781,f1_steam_2005_12_120_2_2,AS,SW,
3483_2005_plant_total_17718,f1_steam_2005_12_166_1_2,AS,SW,
3484_2005_plant_total_17718,f1_steam_2005_12_166_1_3,AS,SW,
473_2005_plant_total_15466,f1_gnrt_plant_2005_12_145_0_4,AS,SW,
6248_2005_plant_total_15466,f1_steam_2005_12_145_1_2,AS,SW,
3485_2005_plant_total_17718,f1_steam_2005_12_166_0_4,AS,SW,
7937_2005_plant_total_15466,f1_gnrt_plant_2005_12_145_0_9,AS,SW,
1925_2005_plant_total_13781,f1_steam_2005_12_120_2_4,AS,SW,
1926_2005_plant_total_13781,f1_gnrt_plant_2005_12_120_0_3,AS,SW,Steve changed from 1926_1_2005_plant_gen_owned_13781 and 1926_2_2005_plant_gen_owned_13781
1927_2005_plant_total_13781,f1_steam_2005_12_120_0_5,AS,SW,
3487_2005_plant_total_17718,f1_steam_2005_12_166_0_3,AS,SW,
474_2005_plant_total_15466,f1_gnrt_plant_2005_12_145_0_5,AS,SW,
6090_2005_plant_owned_13781,f1_steam_2005_12_120_1_3,AS,AS,should we use owned or total?
476_2005_plant_total_15466,f1_hydro_2005_12_145_0_2,AS,SW,
6206_2005_plant_total_15466,f1_gnrt_plant_2005_12_145_0_6,AS,SW,missing a decimal point
6194_2005_plant_total_17718,f1_steam_2005_12_166_0_5,AS,SW,
2469_2005_plant_total_17718,f1_steam_2005_12_166_2_5,AS,SW,
477_st_2005_plant_prime_mover_total_15466,f1_steam_2005_12_145_1_3,AS,SW,cap lags behind eia cap until 2009
477_gt_2005_plant_prime_mover_total_15466,f1_steam_2005_12_145_2_3,AS,SW,
1932_2005_plant_owned_13781,f1_steam_2005_12_120_1_1,AS,SW,
1934_2005_plant_total_13781,f1_steam_2005_12_120_0_3,AS,SW,
478_2005_plant_total_15466,f1_steam_2005_12_145_1_4,AS,SW,
1915_2006_plant_total_13781,f1_steam_2006_12_120_1_2,AS,SW,
464_2006_plant_owned_15466,f1_steam_2006_12_145_1_5,AS,SW,
6207_2006_plant_total_15466,f1_gnrt_plant_2006_12_145_0_2,AS,SW,poor gen matching
7237_2006_plant_total_13781,f1_steam_2006_12_120_2_5,AS,SW,
465_2006_plant_total_15466,f1_steam_2006_12_145_0_1,AS,SW,
1904_st_2006_plant_prime_mover_total_13781,f1_steam_2006_12_120_0_1,AS,SW,
1904_natural_gas_fired_combined_cycle_2006_plant_technology_total_13781,f1_steam_2006_12_120_3_1,AS,SW,"EIA  match equivalent to EIA unit 5&2 which matches FERC record name (unit 5). In the following years, FERC report units 5&2 together, so it makes sense that they might have missed it for one year."
8027_2006_plant_total_13781,f1_steam_2006_12_120_1_4,AS,SW,
466_2006_plant_total_1994_retired,f1_hydro_2006_12_145_0_1,AS,SW,guessing that it's the retired portion of the plant because there is no data
467_2006_plant_total_15466,f1_pumped_storage_2006_12_145_0_1,AS,SW,
468_2006_plant_total_15466,f1_steam_2006_12_145_0_2,AS,SW,
2453_2006_plant_total_17718,f1_steam_2006_12_166_1_5,AS,SW,
7678_ot_2006_plant_prime_mover_total_17718,f1_steam_2006_12_166_0_1,AS,SW,
7678_st_2006_plant_prime_mover_total_17718,f1_steam_2006_12_166_0_2,AS,SW,
469_ic_2006_plant_prime_mover_total_15466,f1_gnrt_plant_2006_12_145_0_16,AS,SW,
469_2006_plant_total_15466,f1_steam_2006_12_145_0_3,AS,SW,
470_2006_plant_total_15466,f1_steam_2006_12_145_0_4,AS,SW,
6021_2006_plant_owned_15466,f1_steam_2006_12_145_0_5,AS,SW,
2454_gt_2006_plant_prime_mover_total_17718,f1_steam_2006_12_166_2_4,AS,SW,
2454_st_2006_plant_prime_mover_total_17718,f1_steam_2006_12_166_2_1,AS,SW,
8067_2006_plant_total_15466,f1_steam_2006_12_145_2_1,AS,SW,
6112_2006_plant_total_15466,f1_steam_2006_12_145_2_4,AS,SW,
471_2006_plant_total_15466,f1_steam_2006_12_145_2_2,AS,SW,
472_2006_plant_total_15466,f1_gnrt_plant_2006_12_145_0_4,AS,SW,missing a decimal point
1910_2006_plant_total_13781,f1_steam_2006_12_120_1_5,AS,SW,
6193_2006_plant_total_17718,f1_steam_2006_12_166_1_4,AS,SW,
525_2006_plant_owned_15466,f1_steam_2006_12_145_1_1,AS,,should we use owned or total?
1911_2006_plant_total_13781,f1_hydro_2006_12_120_0_1,AS,SW,
1912_2006_plant_total_13781,f1_steam_2006_12_120_0_4,AS,SW,
1913_natural_gas_fired_combustion_turbine_2006_plant_technology_total_13781,f1_steam_2006_12_120_2_3,AS,SW,
3482_2006_plant_total_17718,f1_steam_2006_12_166_1_1,AS,SW,
1914_2006_plant_total_13781,f1_steam_2006_12_120_2_1,AS,SW,
55265_2006_plant_total_6452,f1_gnrt_plant_2006_12_120_0_20,SW,AS,
2446_gt_2006_plant_prime_mover_total_17718,f1_steam_2006_12_166_2_3,AS,SW,
2446_st_2006_plant_prime_mover_total_17718,f1_steam_2006_12_166_2_2,AS,SW,
1918_2006_plant_total_13781,f1_steam_2006_12_120_0_2,AS,SW,
1922_2006_plant_total_13781,f1_steam_2006_12_120_2_2,AS,SW,
3483_2006_plant_total_17718,f1_steam_2006_12_166_1_2,AS,SW,
3484_2006_plant_total_17718,f1_steam_2006_12_166_1_3,AS,SW,
473_2006_plant_total_15466,f1_gnrt_plant_2006_12_145_0_5,AS,SW,
6248_2006_plant_total_15466,f1_steam_2006_12_145_1_2,AS,SW,
3485_2006_plant_total_17718,f1_steam_2006_12_166_0_4,AS,SW,
7937_2006_plant_total_15466,f1_gnrt_plant_2006_12_145_0_11,AS,SW,
1925_2006_plant_total_13781,f1_steam_2006_12_120_2_4,AS,SW,
1926_2006_plant_total_13781,f1_gnrt_plant_2006_12_120_0_3,AS,SW,Steve changed from 1926_1_2006_plant_gen_owned_13781 and 1926_2_2006_plant_gen_owned_13781
1927_2006_plant_total_13781,f1_steam_2006_12_120_0_5,AS,SW,
3487_2006_plant_total_17718,f1_steam_2006_12_166_0_3,AS,SW,
474_2006_plant_total_15466,f1_gnrt_plant_2006_12_145_0_6,AS,SW,
6090_2006_plant_owned_13781,f1_steam_2006_12_120_1_3,AS,AS,should we use owned or total?
476_2006_plant_total_15466,f1_hydro_2006_12_145_0_2,AS,SW,
6206_2006_plant_total_15466,f1_gnrt_plant_2006_12_145_0_8,AS,SW,missing a decimal point
6194_2006_plant_total_17718,f1_steam_2006_12_166_0_5,AS,SW,
2469_2006_plant_total_17718,f1_steam_2006_12_166_2_5,AS,SW,
477_st_2006_plant_prime_mover_total_15466,f1_steam_2006_12_145_1_3,AS,SW,cap lags behind eia cap until 2009
477_gt_2006_plant_prime_mover_total_15466,f1_steam_2006_12_145_2_3,AS,SW,
1932_2006_plant_owned_13781,f1_steam_2006_12_120_1_1,AS,SW,
1934_2006_plant_total_13781,f1_steam_2006_12_120_0_3,AS,SW,
478_2006_plant_total_15466,f1_steam_2006_12_145_1_4,AS,SW,
1915_2007_plant_total_13781,f1_steam_2007_12_120_1_2,AS,SW,
464_2007_plant_owned_15466,f1_steam_2007_12_145_1_5,AS,SW,
6207_2007_plant_total_15466,f1_gnrt_plant_2007_12_145_0_2,AS,SW,poor gen matching
7237_2007_plant_total_13781,f1_steam_2007_12_120_2_5,AS,SW,
465_2007_plant_total_15466,f1_steam_2007_12_145_0_1,AS,SW,
1904_natural_gas_fired_combined_cycle_2007_plant_technology_total_13781,f1_steam_2007_12_120_3_1,AS,SW,"EIA  match equivalent to EIA unit 5&2 which matches FERC record name (unit 5). In the following years, FERC report units 5&2 together, so it makes sense that they might have missed it for one year."
1904_st_2007_plant_prime_mover_total_13781,f1_steam_2007_12_120_0_1,AS,SW,
8027_2007_plant_total_13781,f1_steam_2007_12_120_1_4,AS,SW,
466_2007_plant_total_1994_retired,f1_hydro_2007_12_145_0_1,AS,SW,guessing that it's the retired portion of the plant because there is no data
467_2007_plant_total_15466,f1_pumped_storage_2007_12_145_0_1,AS,SW,
468_2007_plant_total_15466,f1_steam_2007_12_145_0_2,AS,SW,
2453_2007_plant_total_17718,f1_steam_2007_12_166_1_5,AS,SW,
7678_ot_2007_plant_prime_mover_total_17718,f1_steam_2007_12_166_0_1,AS,SW,
7678_st_2007_plant_prime_mover_total_17718,f1_steam_2007_12_166_0_2,AS,SW,
469_ic_2007_plant_prime_mover_total_15466,f1_gnrt_plant_2007_12_145_0_14,AS,SW,
469_2007_plant_total_15466,f1_steam_2007_12_145_0_3,AS,SW,
470_2007_plant_total_15466,f1_steam_2007_12_145_0_4,AS,SW,
6021_2007_plant_owned_15466,f1_steam_2007_12_145_0_5,AS,SW,
2454_gt_2007_plant_prime_mover_total_17718,f1_steam_2007_12_166_2_4,AS,SW,
2454_st_2007_plant_prime_mover_total_17718,f1_steam_2007_12_166_2_1,AS,SW,
8067_2007_plant_total_15466,f1_steam_2007_12_145_2_1,AS,SW,
6112_2007_plant_total_15466,f1_steam_2007_12_145_2_4,AS,SW,
471_2007_plant_total_15466,f1_steam_2007_12_145_2_2,AS,SW,
472_2007_plant_total_15466,f1_gnrt_plant_2007_12_145_0_3,AS,SW,missing a decimal point
1910_2007_plant_total_13781,f1_steam_2007_12_120_1_5,AS,SW,
6193_2007_plant_total_17718,f1_steam_2007_12_166_1_4,AS,SW,
525_2007_plant_owned_15466,f1_steam_2007_12_145_1_1,AS,,generation closer to owned but capacity closer to total
1911_2007_plant_total_13781,f1_hydro_2007_12_120_0_1,AS,SW,
1912_2007_plant_total_13781,f1_steam_2007_12_120_0_4,AS,SW,
1913_natural_gas_fired_combustion_turbine_2007_plant_technology_total_13781,f1_steam_2007_12_120_2_3,AS,SW,
3482_2007_plant_total_17718,f1_steam_2007_12_166_1_1,AS,SW,
1914_2007_plant_total_13781,f1_steam_2007_12_120_2_1,AS,SW,
55265_2007_plant_total_6452,f1_gnrt_plant_2007_12_120_0_20,SW,AS,
2446_gt_2007_plant_prime_mover_total_17718,f1_steam_2007_12_166_2_3,AS,SW,
2446_st_2007_plant_prime_mover_total_17718,f1_steam_2007_12_166_2_2,AS,SW,
1918_2007_plant_total_13781_retired,f1_steam_2007_12_120_0_2,AS,SW,
1922_2007_plant_total_13781,f1_steam_2007_12_120_2_2,AS,SW,
3483_2007_plant_total_17718,f1_steam_2007_12_166_1_2,AS,SW,
3484_2007_plant_total_17718,f1_steam_2007_12_166_1_3,AS,SW,
473_2007_plant_total_15466,f1_gnrt_plant_2007_12_145_0_4,AS,SW,
6248_2007_plant_total_15466,f1_steam_2007_12_145_1_2,AS,SW,
3485_2007_plant_total_17718,f1_steam_2007_12_166_0_4,AS,SW,
7937_2007_plant_total_15466,f1_gnrt_plant_2007_12_145_0_9,AS,SW,
1925_2007_plant_total_13781,f1_steam_2007_12_120_2_4,AS,SW,
1926_2007_plant_total_13781,f1_gnrt_plant_2007_12_120_0_3,AS,SW,Steve changed from 1926_1_2007_plant_gen_owned_13781 and 1926_2_2007_plant_gen_owned_13781
1927_2007_plant_total_13781,f1_steam_2007_12_120_0_5,AS,SW,
3487_2007_plant_total_17718,f1_steam_2007_12_166_0_3,AS,SW,
474_2007_plant_total_15466,f1_gnrt_plant_2007_12_145_0_5,AS,SW,
6090_2007_plant_owned_13781,f1_steam_2007_12_120_1_3,AS,AS,should we use owned or total?
476_2007_plant_total_15466,f1_hydro_2007_12_145_0_2,AS,SW,
6206_2007_plant_total_15466,f1_gnrt_plant_2007_12_145_0_6,AS,SW,missing a decimal point
6194_2007_plant_total_17718,f1_steam_2007_12_166_0_5,AS,SW,
2469_2007_plant_total_17718_retired,f1_steam_2007_12_166_2_5,AS,SW,Steve added plant_total to retired portion; this is closer to reported FERC capacity
477_st_2007_plant_prime_mover_total_15466,f1_steam_2007_12_145_1_3,AS,SW,cap lags behind eia cap until 2009
477_gt_2007_plant_prime_mover_total_15466,f1_steam_2007_12_145_2_3,AS,SW,
1932_2007_plant_owned_13781_retired,f1_steam_2007_12_120_1_1,AS,SW,looks like a new unit was added when the plant was retired so now the total is 16.2 x 3 instead of 16.2  x 2. FERC keeps reporting the lower total. Mapped to larger total because it's retierd anyways.
1934_2007_plant_total_13781,f1_steam_2007_12_120_0_3,AS,SW,
478_2007_plant_total_15466,f1_steam_2007_12_145_1_4,AS,SW,
1915_2008_plant_total_13781,f1_steam_2008_12_120_1_2,AS,SW,
464_2008_plant_total_15466,f1_steam_2008_12_145_1_5,AS,SW,Steve changed from 464_ct1_2008_plant_gen_owned_15466 and 464_ct2_2008_plant_gen_owned_15466
6207_2008_plant_total_15466,f1_gnrt_plant_2008_12_145_0_2,AS,SW,poor gen matching
7237_2008_plant_total_13781,f1_steam_2008_12_120_2_5,AS,SW,
465_2008_plant_total_15466,f1_steam_2008_12_145_0_1,AS,SW,
1904_ng_2008_plant_prime_fuel_total_13781,f1_steam_2008_12_120_3_1,AS,SW,
1904_st_2008_plant_prime_mover_total_13781,f1_steam_2008_12_120_0_1,AS,SW,
8027_2008_plant_total_13781,f1_steam_2008_12_120_1_4,AS,SW,
466_2008_plant_total_1994_retired,f1_hydro_2008_12_145_0_1,AS,SW,guessing that it's the retired portion of the plant because there is no data
467_2008_plant_total_15466,f1_pumped_storage_2008_12_145_0_1,AS,SW,
468_2008_plant_total_15466,f1_steam_2008_12_145_0_2,AS,SW,
2453_2008_plant_total_17718,f1_steam_2008_12_166_1_5,AS,SW,
7678_ot_2008_plant_prime_mover_total_17718,f1_steam_2008_12_166_0_1,AS,SW,
7678_st_2008_plant_prime_mover_total_17718,f1_steam_2008_12_166_0_2,AS,SW,
469_ic_2008_plant_prime_mover_total_15466,f1_gnrt_plant_2008_12_145_0_12,AS,SW,
469_2008_plant_total_15466,f1_steam_2008_12_145_0_3,AS,SW,
470_2008_plant_total_15466,f1_steam_2008_12_145_0_4,AS,SW,
6021_2008_plant_owned_15466,f1_steam_2008_12_145_0_5,AS,SW,
2454_gt_2008_plant_prime_mover_total_17718,f1_steam_2008_12_166_2_4,AS,SW,
2454_st_2008_plant_prime_mover_total_17718,f1_steam_2008_12_166_2_1,AS,SW,
8067_2008_plant_total_15466,f1_steam_2008_12_145_2_1,AS,SW,
6112_2008_plant_total_15466,f1_steam_2008_12_145_2_4,AS,SW,
471_2008_plant_total_15466,f1_steam_2008_12_145_2_2,AS,SW,
472_2008_plant_total_15466,f1_gnrt_plant_2008_12_145_0_3,AS,SW,missing a decimal point
56994_2008_plant_total_13781,f1_gnrt_plant_2008_12_120_0_22,AS,SW,
1910_2008_plant_total_13781,f1_steam_2008_12_120_1_5,AS,SW,
6193_2008_plant_total_17718,f1_steam_2008_12_166_1_4,AS,SW,
525_2008_plant_owned_15466,f1_steam_2008_12_145_1_1,AS,,net gen is closer to owned value; capacity aligns with total
1911_2008_plant_total_13781,f1_hydro_2008_12_120_0_1,AS,SW,
1912_2008_plant_total_13781_retired,f1_steam_2008_12_120_0_4,AS,SW,
1912_2008_plant_total_13781,f1_steam_2008_12_120_3_2,AS,SW,
1913_natural_gas_fired_combustion_turbine_2008_plant_technology_total_13781,f1_steam_2008_12_120_2_3,AS,SW,
3482_2008_plant_total_17718,f1_steam_2008_12_166_1_1,AS,SW,
1914_2008_plant_total_13781,f1_steam_2008_12_120_2_1,AS,SW,
55265_2008_plant_total_6452,f1_gnrt_plant_2008_12_120_0_21,SW,AS,
2446_gt_2008_plant_prime_mover_total_17718,f1_steam_2008_12_166_2_3,AS,SW,
2446_st_2008_plant_prime_mover_total_17718,f1_steam_2008_12_166_2_2,AS,SW,
1918_2008_plant_total_13781_retired,f1_steam_2008_12_120_0_2,AS,SW,
1922_2008_plant_total_13781,f1_steam_2008_12_120_2_2,AS,SW,
3483_2008_plant_total_17718,f1_steam_2008_12_166_1_2,AS,SW,
3484_2008_plant_total_17718,f1_steam_2008_12_166_1_3,AS,SW,
473_2008_plant_total_15466,f1_gnrt_plant_2008_12_145_0_4,AS,SW,
6248_2008_plant_total_15466,f1_steam_2008_12_145_1_2,AS,SW,
3485_2008_plant_total_17718,f1_steam_2008_12_166_0_4,SW,AS,
7937_2008_plant_total_15466,f1_gnrt_plant_2008_12_145_0_9,AS,SW,
1925_2008_plant_total_13781,f1_steam_2008_12_120_2_4,AS,SW,
1926_2008_plant_total_13781,f1_gnrt_plant_2008_12_120_0_3,AS,SW,Steve changed from 1926_1_2008_plant_gen_owned_13781 and 1926_2_2008_plant_gen_owned_13781
1927_2008_plant_total_13781,f1_steam_2008_12_120_0_5,AS,SW,
3487_2008_plant_total_17718,f1_steam_2008_12_166_0_3,AS,SW,
474_2008_plant_total_15466,f1_gnrt_plant_2008_12_145_0_5,AS,SW,
6090_2008_plant_owned_13781,f1_steam_2008_12_120_1_3,AS,SW,
476_2008_plant_total_15466,f1_hydro_2008_12_145_0_2,AS,SW,
6206_2008_plant_total_15466,f1_gnrt_plant_2008_12_145_0_6,AS,SW,missing a decimal point
6194_2008_plant_total_17718,f1_steam_2008_12_166_0_5,AS,SW,
2469_2008_plant_total_17718_retired,f1_steam_2008_12_166_2_5,AS,SW,Steve added plant_total to retired portion; this is closer to reported FERC capacity
477_st_2008_plant_prime_mover_total_15466,f1_steam_2008_12_145_1_3,AS,SW,cap lags behind eia cap until 2009
477_gt_2008_plant_prime_mover_total_15466,f1_steam_2008_12_145_2_3,AS,SW,
1932_2008_plant_owned_13781_retired,f1_steam_2008_12_120_1_1,AS,SW,looks like a new unit was added when the plant was retired so now the total is 16.2 x 3 instead of 16.2  x 2. FERC keeps reporting the lower total. Mapped to larger total because it's retierd anyways.
1934_2008_plant_total_13781,f1_steam_2008_12_120_0_3,AS,SW,
478_2008_plant_total_15466,f1_steam_2008_12_145_1_4,AS,SW,
1915_2009_plant_total_13781,f1_steam_2009_12_120_1_2,AS,SW,
